ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_416841.1	b2339	yfcV	yfcV	NA	yfcV		ECK120003785	putative fimbrial protein YfcV
NP_416842.1	b2340	sixA	sixA	sixA	sixA	yfcW	ECK120003786	phosphohistidine phosphatase SixA
NP_416843.1	b2341	fadJ	fadJ	fadJ	fadJ	yfcX	ECK120003787	3-hydroxyacyl-CoA dehydrogenase FadJ
NP_416844.1	b2342	fadI	fadI	fadI	fadI	yfcY	ECK120003788	3-ketoacyl-CoA thiolase FadI
NP_416845.2	b2343	yfcZ	yfcZ	NA	yfcZ		ECK120003789	DUF406 domain-containing protein YfcZ
NP_416846.2	b2344	fadL	fadL	fadL	fadL	ttr	ECK120000274	long-chain fatty acid outer membrane channel/bacteriophage T2 receptor
NP_416847.1	b2345	yfdF	yfdF	NA	yfdF		ECK120003790	protein YfdF
NP_416848.1	b2346	mlaA	mlaA	NA	mlaA	vacJ	ECK120003791	intermembrane phospholipid transport system - outer membrane lipoprotein MlaA
NP_416849.1	b2347	yfdC	yfdC	NA	yfdC		ECK120003792	inner membrane protein YfdC
NP_416850.1	b2349	intS	intS	intS	intS	intC // yfdB	ECK120003793	CPS-53 (KpLE1) prophage; prophage CPS-53 integrase
NP_416851.1	b2350	yfdG	yfdG	NA	yfdG	gtrA	ECK120003794	CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase
NP_416852.1	b2351	yfdH	yfdH	NA	yfdH	gtrB	ECK120003795	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
NP_416853.1	b2352	yfdI	yfdI	NA	yfdI	gtrS // gtrIV	ECK120003796	CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI
NP_416855.1	b2354	yfdK	yfdK	NA	yfdK		ECK120003798	CPS-53 (KpLE1) prophage; putative tail fiber assembly protein YfdK
YP_009518803.1	b2356	yfdM	yfdM	NA	yfdM	yzyB	ECK120003800	CPS-53 (KpLE1) prophage; putative methyltransferase YfdM
NP_416858.1	b2357	yfdN	yfdN	NA	yfdN	yzyA	ECK120003801	CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
YP_009518804.1	b2358	yfdO	yfdO	NA	yfdO	oweS	ECK120003802	CPS-53 (KpLE1) prophage; protein YdfO
NP_416860.4	b2359	yfdP	yfdP	NA	yfdP		ECK120003803	CPS-53 (KpLE1) prophage; uncharacterized protein YfdP
NP_416861.1	b2360	yfdQ	yfdQ	NA	yfdQ		ECK120003804	CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ
NP_416862.2	b2361	yfdR	yfdR	NA	yfdR		ECK120003805	CPS-53 (KpLE1) prophage; 5\\-deoxynucleotidase
NP_416863.1	b2362	yfdS	yfdS	NA	yfdS		ECK120003806	CPS-53 (KpLE1) prophage; protein YfdS
NP_416864.1	b2363	yfdT	yfdT	NA	yfdT		ECK120003807	CPS-53 (KpLE1) prophage; protein YfdT
NP_416865.1	b2364	dsdC	dsdC	NA	dsdC		ECK120002429	DNA-binding transcriptional dual regulator DsdC
NP_416866.1	b2365	dsdX	dsdX	dsdX	dsdX	yfdD // yfdA // dsdC	ECK120000244	D-serine transporter
NP_416867.1	b2366	dsdA	dsdA	dsdA	dsdA		ECK120000243	D-serine ammonia-lyase
NP_416868.1	b2367	emrY	emrY	emrY	emrY		ECK120002436	tripartite efflux pump membrane subunit EmrY
NP_416869.1	b2368	emrK	emrK	emrK	emrK		ECK120003808	tripartite efflux pump membrane fusion protein EmrK
NP_416870.1	b2369	evgA	evgA	evgA	evgA		ECK120001557	DNA-binding transcriptional activator EvgA
NP_416871.1	b2370	evgS	evgS	evgS	evgS		ECK120001558	sensor histidine kinase EvgS
NP_416872.4	b2371	yfdE	yfdE	yfdE	yfdE		ECK120003809	acetyl-CoA:oxalate CoA-transferase
NP_416873.1	b2372	yfdV	yfdV	yfdV	yfdV		ECK120003810	putative transport protein YfdV
NP_416874.1	b2373	oxc	oxc	oxc	oxc	yfdU	ECK120003811	oxalyl-CoA decarboxylase
NP_416875.1	b2374	frc	frc	frc	frc	yfdW	ECK120003812	formyl-CoA transferase
NP_416876.1	b2375	yfdX	yfdX	yfdX	yfdX		ECK120003813	protein YfdX
NP_416877.1	b2376	ypdI	ypdI	NA	ypdI		ECK120003814	colanic acid synthesis putative lipoprotein YpdI
NP_416878.1	b2377	yfdY	yfdY	NA	yfdY		ECK120003815	DUF2545 domain-containing protein YfdY
NP_416879.4	b2378	lpxP	lpxP	lpxP	lpxP	ddg	ECK120003816	palmitoleoyl acyltransferase
NP_416880.1	b2379	alaC	alaC	alaC	alaC	yfdZ	ECK120003817	glutamate--pyruvate aminotransferase AlaC
NP_416881.1	b2380	pyrS	pyrS	NA	pyrS	ypdA	ECK120003818	sensor histidine kinase PyrS
NP_416882.1	b2381	pyrR	pyrR	NA	pyrR	ypdB	ECK120003819	DNA-binding transcriptional activator PyrR
NP_416883.1	b2382	ypdC	ypdC	NA	ypdC		ECK120003820	putative AraC-type DNA-binding transcriptional regulator YpdC
NP_416884.1	b2383	fryA	fryA	NA	fryA	ypdD	ECK120003821	putative PTS multiphosphoryl transfer protein FryA
NP_416885.1	b2384	ypdE	ypdE	NA	ypdE		ECK120003822	aminopeptidase YpdE
NP_416886.1	b2385	ypdF	ypdF	NA	ypdF		ECK120003823	aminopeptidase YpdF
NP_416887.1	b2386	fryC	fryC	NA	fryC	ypdG	ECK120003824	putative PTS enzyme IIC component FryC
NP_416888.1	b2387	fryB	fryB	NA	fryB	ypdH	ECK120003825	putative PTS enzyme IIB component FryB
NP_416889.1	b2388	glk	glk	glk	glk		ECK120002426	glucokinase
NP_416890.1	b2389	yfeO	yfeO	NA	yfeO		ECK120003826	putative transport protein YfeO
NP_416891.1	b2390	ypeC	ypeC	NA	ypeC		ECK120003827	DUF2502 domain-containing protein YpeC
NP_416893.1	b2392	mntH	mntH	mntH	mntH	mntA // yfeP	ECK120003828	Mn(2(+))/Fe(2(+)): H(+) symporter MntH
NP_416894.1	b2393	nupC	nupC	nupC	nupC	cru	ECK120001896	nucleoside:H(+) symporter NupC
NP_416895.2	b2394	insL3	insL3	NA	insL3	yi81-3	ECK120003829	putative IS186/IS421 transposase
NP_416896.4	b2395	pdeA	pdeA	NA	pdeA	yfeA	ECK120001129	putative c-di-GMP phosphodiesterase PdeA
NP_416897.2	b2398	yfeC	yfeC	NA	yfeC		ECK120001395	putative DNA-binding transcriptional regulator YfeC
NP_416898.3	b2399	yfeD	yfeD	NA	yfeD		ECK120001396	putative DNA-binding transcriptional regulator YfeD
NP_416899.1	b2400	gltX	gltX	gltX	gltX	gltM // gluRS	ECK120000400	glutamate--tRNA ligase
NP_416900.1	b2405	xapR	xapR	xapR	xapR	pRndR // pndR // yfeB	ECK120001130	DNA-binding transcriptional activator XapR
NP_416901.1	b2406	xapB	xapB	xapB	xapB		ECK120002428	xanthosine:H(+) symporter XapB
NP_416902.1	b2407	xapA	xapA	xapA	xapA	pndA	ECK120004462	xanthosine phosphorylase
NP_416903.1	b2408	yfeN	yfeN	NA	yfeN		ECK120003830	putative outer membrane porin YfeN
NP_416904.1	b2409	yfeR	yfeR	NA	yfeR		ECK120003831	putative LysR-type DNA-binding transcriptional regulator YfeR
NP_416905.1	b2410	yfeH	yfeH	NA	yfeH		ECK120002244	putative solute:Na(+) symporter
NP_416906.1	b2411	ligA	ligA	ligA	ligA	dnaL // lig // lop // pdeC	ECK120000527	DNA ligase
NP_416907.1	b2412	zipA	zipA	NA	zipA		ECK120003832	cell division protein ZipA
NP_416908.1	b2413	cysZ	cysZ	NA	cysZ		ECK120000003	sulfate:H(+) symporter
NP_416909.1	b2414	cysK	cysK	cysK	cysK	ssi5	ECK120000187	cysteine synthase A
NP_416910.1	b2415	ptsH	ptsH	ptsH	ptsH	ctr // hpr	ECK120000779	phosphocarrier protein HPr
NP_416911.1	b2416	ptsI	ptsI	ptsI	ptsI	ctr	ECK120000780	PTS enzyme I
NP_416912.1	b2417	crr	crr	crr	crr	treD // gsr // iex // tgs	ECK120000161	Enzyme IIA(Glc)
NP_416913.1	b2418	pdxK	pdxK	NA	pdxK	yfeI // thiJ // pdxL	ECK120003833	pyridoxal kinase I
NP_416914.1	b2419	yfeK	yfeK	yfeK	yfeK		ECK120003834	DUF5329 domain-containing protein YfeK
NP_416915.1	b2420	yfeS	yfeS	yfeS	yfeS		ECK120003835	PF05406 family protein YfeS
NP_416916.1	b2421	cysM	cysM	cysM	cysM		ECK120000188	cysteine synthase B
NP_416917.1	b2422	cysA	cysA	cysA	cysA		ECK120000178	sulfate/thiosulfate ABC transporter ATP binding subunit
YP_026168.2	b2423	cysW	cysW	cysW	cysW		ECK120000193	sulfate/thiosulfate ABC transporter inner membrane subunit CysW
NP_416919.1	b2424	cysU	cysU	cysU	cysU	cysT	ECK120000192	sulfate/thiosulfate ABC transporter inner membrane subunit CysU
NP_416920.1	b2425	cysP	cysP	cysP	cysP		ECK120000190	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
NP_416921.4	b2426	ucpA	ucpA	NA	ucpA	yfeF	ECK120002035	oxidoreductase UcpA
NP_416922.1	b2427	murR	murR	murR	murR	yfeT	ECK120003836	DNA-binding transcriptional dual regulator MurR
NP_416923.1	b2428	murQ	murQ	murQ	murQ	yfeU	ECK120003837	N-acetylmuramic acid 6-phosphate etherase
NP_416924.1	b2429	murP	murP	murP	murP	yfeV	ECK120003838	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter
NP_416925.2	b2430	yfeW	yfeW	NA	yfeW		ECK120003839	penicillin binding protein 4B
NP_416926.4	b2431	yfeX	yfeX	yfeX	yfeX		ECK120003840	porphyrinogen peroxidase
NP_416927.1	b2432	yfeY	yfeY	yfeY	yfeY		ECK120003841	DUF1131 domain-containing lipoprotein YfeY
NP_416928.4	b2433	yfeZ	yfeZ	NA	yfeZ		ECK120003842	putative inner membrane protein
NP_416929.4	b2434	ypeA	ypeA	NA	ypeA		ECK120003843	putative acetyltransferase YpeA
NP_416930.1	b2435	amiA	amiA	amiA	amiA	yfeE	ECK120001755	N-acetylmuramoyl-L-alanine amidase A
NP_416931.1	b2436	hemF	hemF	hemF	hemF	popB // sec	ECK120002078	coproporphyrinogen III oxidase
NP_416932.1	b2437	eutR	eutR	NA	eutR	yfeG	ECK120002079	putative AraC-type transcriptional regulator EutR
NP_416933.4	b2438	eutK	eutK	NA	eutK	yffI	ECK120003844	putative structural protein
NP_416934.1	b2439	eutL	eutL	NA	eutL	yffJ	ECK120003845	putative structural protein
NP_416935.1	b2440	eutC	eutC	NA	eutC		ECK120002566	ethanolamine ammonia-lyase subunit beta
NP_416936.4	b2441	eutB	eutB	NA	eutB		ECK120002565	ethanolamine ammonia-lyase subunit alpha
NP_416937.2	b2442	intZ	intZ	NA	intZ		ECK120003846	CPZ-55 prophage; putative phage integrase IntZ
NP_416938.1	b2443	yffL	yffL	NA	yffL		ECK120003847	CPZ-55 prophage; uncharacterized protein YffL
NP_416939.1	b2444	yffM	yffM	NA	yffM		ECK120003848	CPZ-55 prophage; uncharacterized protein YffM
NP_416940.2	b2445	yffN	yffN	NA	yffN		ECK120003849	CPZ-55 prophage; uncharacterized protein YffN
NP_416941.1	b2446	yffO	yffO	yffO	yffO		ECK120003850	CPZ-55 prophage; uncharacterized protein YffO
NP_416942.1	b2447	yffP	yffP	yffP	yffP		ECK120003851	CPZ-55 prophage; uncharacterized protein YffP
NP_416943.2	b2448	yffQ	yffQ	NA	yffQ		ECK120003852	CPZ-55 prophage; uncharacterized protein YffQ
NP_416944.1	b2449	yffR	yffR	NA	yffR		ECK120003853	CPZ-55 prophage; uncharacterized protein YffR
NP_416945.2	b2450	yffS	yffS	NA	yffS		ECK120003854	CPZ-55 prophage; uncharacterized protein YffS
NP_416946.1	b2451	eutA	eutA	NA	eutA	yffT	ECK120003855	ethanolamine ammonia-lyase reactivase EutA
NP_416947.1	b2452	eutH	eutH	NA	eutH	yffU	ECK120003856	putative ethanolamine permease EutH
NP_416948.4	b2453	eutG	eutG	NA	eutG	yffV	ECK120003857	putative alcohol dehydrogenase EutG
NP_416949.1	b2454	eutJ	eutJ	NA	eutJ	yffW	ECK120003858	putative ethanolamine utilization chaperonin EutJ
NP_416950.1	b2455	eutE	eutE	NA	eutE	yffX	ECK120003859	acetaldehyde dehydrogenase (acetylating) EutE
NP_416951.1	b2456	eutN	eutN	NA	eutN	yffY // cchB	ECK120003860	putative ethanolamine catabolic microcompartment shell protein EutN
NP_416952.2	b2457	eutM	eutM	NA	eutM	yffZ // cchA	ECK120003861	putative ethanolamine catabolic microcompartment shell protein EutM
NP_416953.1	b2458	eutD	eutD	NA	eutD	ypfA // eutI	ECK120003862	phosphate acetyltransferase EutD
NP_416954.1	b2459	eutT	eutT	NA	eutT	ypfB	ECK120003863	putative ethanolamine utilization cobalamin adenosyltransferase
NP_416955.1	b2460	eutQ	eutQ	NA	eutQ	ypfC	ECK120003864	putative ethanolamine utilization acetate kinase EutQ
NP_416956.1	b2461	eutP	eutP	NA	eutP	ypfD	ECK120003865	putative ethanolamine utilization acetate kinase EutP
NP_416957.4	b2462	eutS	eutS	NA	eutS	ypfE	ECK120003866	putative ethanolamine catabolic microcompartment shell protein EutS
NP_416958.1	b2463	maeB	maeB	NA	maeB	ypfF	ECK120003867	NADP(+)-dependent malate dehydrogenase
NP_416959.1	b2464	talA	talA	talA	talA		ECK120001731	transaldolase A
NP_416960.1	b2465	tktB	tktB	tktB	tktB		ECK120002005	transketolase 2
NP_416961.1	b2466	ypfG	ypfG	NA	ypfG		ECK120003868	DUF1176 domain-containing protein YpfG
NP_416962.1	b2467	nudK	nudK	NA	nudK	yffH	ECK120002271	GDP-mannose hydrolase
NP_416963.1	b2468	aegA	aegA	NA	aegA	yffG	ECK120002270	putative oxidoreductase AegA
NP_416964.1	b2469	narQ	narQ	NA	narQ		ECK120001423	sensory histidine kinase NarQ
NP_416965.1	b2470	acrD	acrD	acrD	acrD	yffA	ECK120000012	multidrug efflux pump RND permease AcrD
NP_416966.1	b2471	yffB	yffB	yffB	yffB		ECK120001131	putative reductase YffB
NP_416967.1	b2472	dapE	dapE	dapE	dapE	msgB	ECK120000202	succinyl-diaminopimelate desuccinylase
NP_416968.2	b2473	ypfH	ypfH	NA	ypfH		ECK120003869	esterase YpfH
NP_416969.1	b2474	tmcA	tmcA	NA	tmcA	ypfI	ECK120003870	tRNA(Met) cytidine acetyltransferase
NP_416970.1	b2475	ypfJ	ypfJ	NA	ypfJ		ECK120003871	uncharacterized protein YpfJ
NP_416971.1	b2476	purC	purC	purC	purC	ade(g) // ade	ECK120000782	phosphoribosylaminoimidazole-succinocarboxamide synthase
NP_416972.4	b2477	bamC	bamC	bamC	bamC	dapX // nlpB	ECK120000651	outer membrane protein assembly factor BamC
NP_416973.1	b2478	dapA	dapA	dapA	dapA		ECK120000199	4-hydroxy-tetrahydrodipicolinate synthase
NP_416974.4	b2479	gcvR	gcvR	gcvR	gcvR	yffD	ECK120001132	putative transcriptional regulator GcvR
NP_416975.1	b2480	bcp	bcp	bcp	bcp		ECK120000104	thiol peroxidase
NP_416976.4	b2481	hyfA	hyfA	hyfA	hyfA	yffE	ECK120001133	hydrogenase 4 component A
NP_416977.1	b2482	hyfB	hyfB	hyfB	hyfB	yffF	ECK120001255	hydrogenase 4 component B
NP_416978.4	b2483	hyfC	hyfC	hyfC	hyfC		ECK120003872	hydrogenase 4 component C
NP_416979.1	b2484	hyfD	hyfD	hyfD	hyfD		ECK120003873	hydrogenase 4 component D
NP_416980.1	b2485	hyfE	hyfE	hyfE	hyfE		ECK120003874	hydrogenase 4 component E
NP_416981.1	b2486	hyfF	hyfF	hyfF	hyfF		ECK120003875	hydrogenase 4 component F
NP_416982.1	b2487	hyfG	hyfG	hyfG	hyfG		ECK120003876	hydrogenase 4 catalytic subunit HyfG
NP_416983.1	b2488	hyfH	hyfH	hyfH	hyfH		ECK120003877	hydrogenase 4 component H
NP_416984.1	b2489	hyfI	hyfI	hyfI	hyfI		ECK120003878	hydrogenase 4 catalytic subunit HyfI
NP_416985.4	b2490	hyfJ	hyfJ	hyfJ	hyfJ		ECK120003879	putative hydrogenase 4 assembly protein
NP_416986.4	b2491	hyfR	hyfR	hyfR	hyfR		ECK120003880	DNA-binding transcriptional activator HyfR
NP_416987.1	b2492	focB	focB	focB	focB		ECK120003881	formate channel FocB
NP_416988.1	b2493	yfgO	yfgO	NA	yfgO	perM	ECK120003882	putative transporter YfgO
NP_416989.1	b2494	bepA	bepA	bepA	bepA	yfgC	ECK120003883	beta-barrel assembly-enhancing protease
NP_416990.1	b2495	yfgD	yfgD	yfgD	yfgD		ECK120003884	putative oxidoreductase YfgD
NP_416991.2	b2496	hda	hda	NA	hda	idaB // yfgE	ECK120003885	inibitor of reinitiation of DNA replication
NP_416992.1	b2497	uraA	uraA	uraA	uraA		ECK120002031	uracil:H(+) symporter UraA
NP_416993.2	b2498	upp	upp	upp	upp	uraP	ECK120001303	uracil phosphoribosyltransferase
NP_416994.1	b2499	purM	purM	purM	purM	purG // purI	ECK120000789	phosphoribosylformylglycinamide cyclo-ligase
NP_416995.1	b2500	purN	purN	purN	purN	ade(c) // ade	ECK120000790	phosphoribosylglycinamide formyltransferase 1
NP_416996.1	b2501	ppk	ppk	ppk	ppk		ECK120001466	polyphosphate kinase
NP_416997.1	b2502	ppx	ppx	ppx	ppx		ECK120001369	exopolyphosphatase
NP_416998.1	b2503	pdeF	pdeF	NA	pdeF	yfgF	ECK120003886	cyclic di-GMP phosphodiesterase PdeF
NP_416999.1	b2504	yfgG	yfgG	NA	yfgG		ECK120003887	nickel/cobalt stress response protein YfgG
NP_417000.1	b2505	yfgH	yfgH	NA	yfgH		ECK120003888	lipoprotein YfgH
NP_417001.1	b2506	yfgI	yfgI	NA	yfgI		ECK120003889	nalidixic acid resistance protein YfgI
NP_417002.1	b2507	guaA	guaA	guaA	guaA		ECK120000413	GMP synthetase
NP_417003.1	b2508	guaB	guaB	guaB	guaB	guaR	ECK120000414	inosine 5\\-monophosphate dehydrogenase
NP_417004.1	b2509	xseA	xseA	xseA	xseA	xse	ECK120001061	exodeoxyribonuclease VII subunit XseA
NP_417005.2	b2510	yfgJ	yfgJ	NA	yfgJ		ECK120003890	zinc ribbon domain-containing protein YfgJ
NP_417006.2	b2511	der	der	der	der	engA // yfgK	ECK120003891	50S ribosomal subunit stability factor
NP_417007.1	b2512	bamB	bamB	bamB	bamB	yfgL	ECK120003892	outer membrane protein assembly factor BamB
NP_417008.1	b2513	yfgM	yfgM	NA	yfgM		ECK120003893	ancillary SecYEG translocon subunit
NP_417009.1	b2514	hisS	hisS	hisS	hisS		ECK120000446	histidine--tRNA ligase
NP_417010.1	b2515	ispG	ispG	NA	ispG	gcpE	ECK120000363	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
NP_417011.1	b2516	rodZ	rodZ	NA	rodZ	yfgA	ECK120000013	cytoskeleton protein RodZ
NP_417012.1	b2517	rlmN	rlmN	NA	rlmN	yfgB	ECK120002263	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
NP_417013.1	b2518	ndk	ndk	NA	ndk		ECK120000643	nucleoside diphosphate kinase
NP_417014.1	b2519	pbpC	pbpC	NA	pbpC	yfgN	ECK120003894	peptidoglycan glycosyltransferase PbpC
NP_417015.1	b2520	yfhM	yfhM	NA	yfhM		ECK120003895	alpha2-macroglobulin
NP_417016.4	b2521	sseA	sseA	NA	sseA	mstA	ECK120001548	3-mercaptopyruvate sulfurtransferase
NP_417017.4	b2522	sseB	sseB	NA	sseB		ECK120001549	protein SseB
NP_417018.4	b2523	pepB	pepB	NA	pepB	yfhI	ECK120002187	aminopeptidase B
NP_417019.1	b2524	iscX	iscX	iscX	iscX	yfhJ	ECK120002188	accessory iron-sulfur cluster assembly protein IscX
NP_417020.1	b2525	fdx	fdx	fdx	fdx		ECK120001299	reduced ferredoxin
NP_417021.1	b2526	hscA	hscA	hscA	hscA	hsc	ECK120002032	iron-sulfur cluster biosynthesis chaperone HscA
NP_417022.1	b2527	hscB	hscB	hscB	hscB	yfhE	ECK120002033	[Fe-S] cluster biosynthesis co-chaperone HscB [Escherichia coli str. K-12 substr. MG1655]
NP_417023.1	b2528	iscA	iscA	iscA	iscA	yfhF	ECK120002034	iron-sulfur cluster insertion protein IscA
NP_417024.1	b2529	iscU	iscU	iscU	iscU	yfhN // nifU	ECK120003896	scaffold protein for iron-sulfur cluster assembly
YP_026169.1	b2530	iscS	iscS	iscS	iscS	nuvC // yzzO // yfhO	ECK120003897	cysteine desulfurase IscS
NP_417026.1	b2531	iscR	iscR	iscR	iscR	yfhP	ECK120003898	DNA-binding transcriptional dual regulator IscR
NP_417027.1	b2532	trmJ	trmJ	NA	trmJ	yfhQ	ECK120003899	tRNA Cm32/Um32 methyltransferase
NP_417028.1	b2533	suhB	suhB	NA	NA	NA	ECK120000972	inositol-phosphate phosphatase
NP_417029.4	b2534	yfhR	yfhR	NA	yfhR		ECK120003900	putative peptidase
NP_417030.2	b2535	csiE	csiE	csiE	csiE	csi-16	ECK120003901	stationary phase inducible protein CsiE
NP_417031.1	b2536	hcaT	hcaT	NA	hcaT	yfhS	ECK120003902	putative 3-phenylpropionate transporter
NP_417032.1	b2537	hcaR	hcaR	hcaR	hcaR	phdR // yfhT	ECK120003903	DNA-binding transcriptional dual regulator HcaR
NP_417033.1	b2538	hcaE	hcaE	hcaE	hcaE	yfhU // digA // phdC1 // hcaA // hcaA1	ECK120004468	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
NP_417034.1	b2539	hcaF	hcaF	hcaF	hcaF	yfhV // hcaA // phdC2 // digB // hcaB // hcaA2	ECK120004474	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
NP_417035.1	b2540	hcaC	hcaC	hcaC	hcaC	yfhW // hcaa3 // phdB	ECK120003904	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
NP_417036.1	b2541	hcaB	hcaB	hcaB	hcaB	yfhX // phdD	ECK120003905	2
NP_417037.1	b2542	hcaD	hcaD	hcaD	hcaD	hcaa4 // phdA // yfhY	ECK120003906	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
NP_417038.4	b2543	yphA	yphA	NA	yphA		ECK120003907	putative inner membrane protein
NP_417039.1	b2544	yphB	yphB	NA	yphB		ECK120003908	putative aldose 1-epimerase YphB
NP_417040.2	b2545	yphC	yphC	NA	yphC		ECK120003909	putative zinc-binding dehydrogenase YphC
NP_417041.1	b2546	yphD	yphD	NA	yphD		ECK120003910	putative ABC transporter membrane subunit YphD
NP_417042.1	b2547	yphE	yphE	NA	yphE		ECK120003911	putative ABC transporter ATP-binding protein YphE
NP_417043.1	b2548	yphF	yphF	NA	yphF		ECK120003912	putative ABC transporter periplasmic binding protein YphF
NP_417044.4	b2549	yphG	yphG	NA	yphG		ECK120003913	DUF5107 domain-containing protein YphG
NP_417045.4	b2550	yphH	yphH	NA	yphH		ECK120003914	putative DNA-binding transcriptional regulator
NP_417046.1	b2551	glyA	glyA	glyA	glyA		ECK120000401	serine hydroxymethyltransferase
NP_417047.1	b2552	hmp	hmp	hmp	hmp	fsrB // hmpA	ECK120000449	nitric oxide dioxygenase
NP_417048.1	b2553	glnB	glnB	glnB	glnB		ECK120000377	nitrogen regulatory protein PII-1
NP_417049.1	b2554	glrR	glrR	glrR	glrR	yfhA // qseF	ECK120001258	DNA-binding transcriptional activator GlrR
NP_417050.1	b2555	qseG	qseG	NA	qseG	yfhG	ECK120002040	outer membrane lipoprotein QseG
NP_417051.2	b2556	glrK	glrK	glrK	glrK	yfhZ // yfhK // qseE	ECK120003915	histidine kinase GlrK
YP_026170.1	b2557	purL	purL	purL	purL	purI	ECK120000788	phosphoribosylformylglycinamide synthetase
NP_417053.2	b2558	mltF	mltF	NA	mltF	yfhD	ECK120001341	membrane-bound lytic murein transglycosylase F
NP_417054.2	b2559	tadA	tadA	NA	tadA	yfhC	ECK120001340	tRNA adenosine(34) deaminase
NP_417055.4	b2560	pgpC	pgpC	NA	pgpC	yfhB	ECK120001339	phosphatidylglycerophosphatase C
NP_417056.2	b2561	yfhH	yfhH	NA	yfhH		ECK120002185	putative DNA-binding transcriptional regulator YfhH
NP_417057.1	b2562	yfhL	yfhL	NA	yfhL		ECK120003916	putative 4Fe-4S cluster-containing protein YfhL
NP_417058.1	b2563	acpS	acpS	acpS	acpS	dpj	ECK120000241	holo
NP_417059.1	b2564	pdxJ	pdxJ	pdxJ	pdxJ		ECK120000685	pyridoxine 5\\-phosphate synthase
NP_417060.1	b2565	recO	recO	recO	recO		ECK120000823	DNA repair protein RecO
NP_417061.1	b2566	era	era	era	era	rbaA // sdgE	ECK120000264	30S ribosomal subunit maturation GTPase Era
NP_417062.1	b2567	rnc	rnc	rnc	rnc	ranA	ECK120000848	RNase III
NP_417063.1	b2568	lepB	lepB	NA	lepB	lep	ECK120000523	signal peptidase I
NP_417064.1	b2569	lepA	lepA	NA	lepA		ECK120000522	30S ribosomal subunit biogenesis factor LepA
NP_417065.1	b2570	rseC	rseC	rseC	rseC		ECK120003917	protein RseC
NP_417066.1	b2571	rseB	rseB	rseB	rseB		ECK120003918	anti-sigma factor stabilizing protein RseB
NP_417067.1	b2572	rseA	rseA	rseA	rseA	yfiJ // mclA	ECK120002216	anti-sigma-E factor RseA
NP_417068.1	b2573	rpoE	rpoE	rpoE	rpoE	sigE	ECK120001827	RNA polymerase sigma E factor
NP_417069.1	b2574	nadB	nadB	nadB	nadB	nic // nicB	ECK120000624	L-aspartate oxidase
NP_417070.2	b2575	yfiC	yfiC	NA	yfiC	trmM	ECK120001492	tRNA m(6)A37 methyltransferase
NP_417071.1	b2576	srmB	srmB	NA	srmB	rbaB // rhlA	ECK120000964	ATP-dependent RNA helicase SrmB
NP_417072.4	b2577	yfiE	yfiE	NA	yfiE		ECK120001719	putative LysR-type DNA-binding transcriptional regulator YfiE
NP_417073.1	b2578	eamB	eamB	NA	eamB	yfiK	ECK120002298	cysteine/O-acetylserine exporter EamB
NP_417074.1	b2579	grcA	grcA	grcA	grcA	yfiD	ECK120001718	stress-induced alternate pyruvate formate-lyase subunit
NP_417075.1	b2580	ung	ung	ung	ung		ECK120001047	uracil-DNA glycosylase
NP_417076.1	b2581	yfiF	yfiF	NA	yfiF		ECK120001720	putative methyltransferase YfiF
NP_417077.1	b2582	trxC	trxC	trxC	trxC	yfiG	ECK120001817	reduced thioredoxin 2
NP_417078.4	b2583	tapT	tapT	NA	tapT	yfiP // tuaA	ECK120003919	tRNA 3-amino-3-carboxypropyltransferase
NP_417079.1	b2584	patZ	patZ	pka	patZ	yfiQ // pka	ECK120003920	peptidyl-lysine N-acetyltransferase
NP_417080.4	b2585	pssA	pssA	pssA	pssA	pss	ECK120000772	phosphatidylserine synthase
NP_417081.2	b2586	yfiM	yfiM	NA	yfiM		ECK120002404	protein YfiM
NP_417082.1	b2587	kgtP	kgtP	NA	kgtP	witA	ECK120000515	alpha-ketoglutarate:H(+) symporter
